kind,id,file,heading,level,file,record_id,message
diagnostic,D0153,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A004,Invalid value for type_unite: formulation_critique
diagnostic,D0154,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A004,Field must be an object/dict: importance
diagnostic,D0155,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: auteur
diagnostic,D0156,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: titre
diagnostic,D0157,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: role_argumentatif
diagnostic,D0158,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: niveau_preuve
diagnostic,D0159,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: stabilite
diagnostic,D0160,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: risque_surinterpretation
diagnostic,D0161,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: liens_interchapitres
diagnostic,D0162,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: liens_citations
diagnostic,D0163,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: motifs
diagnostic,D0164,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Missing required field: concepts_derives
diagnostic,D0165,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Invalid value for type_unite: evenement_reception
diagnostic,D0166,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A005,Field must be an object/dict: importance
diagnostic,D0167,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: auteur
diagnostic,D0168,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: titre
diagnostic,D0169,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: role_argumentatif
diagnostic,D0170,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: niveau_preuve
diagnostic,D0171,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: stabilite
diagnostic,D0172,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: risque_surinterpretation
diagnostic,D0173,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: liens_interchapitres
diagnostic,D0174,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: liens_citations
diagnostic,D0175,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: motifs
diagnostic,D0176,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Missing required field: concepts_derives
diagnostic,D0177,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Invalid value for type_unite: contexte_editorial
diagnostic,D0178,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A006,Field must be an object/dict: importance
diagnostic,D0179,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: auteur
diagnostic,D0180,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: titre
diagnostic,D0181,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: role_argumentatif
diagnostic,D0182,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: niveau_preuve
diagnostic,D0183,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: stabilite
diagnostic,D0184,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: risque_surinterpretation
diagnostic,D0185,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: liens_interchapitres
diagnostic,D0186,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: liens_citations
diagnostic,D0187,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: motifs
diagnostic,D0188,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Missing required field: concepts_derives
diagnostic,D0189,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Invalid value for type_unite: cartographie_analytique
diagnostic,D0190,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A007,Field must be an object/dict: importance
diagnostic,D0191,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: auteur
diagnostic,D0192,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: titre
diagnostic,D0193,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: role_argumentatif
diagnostic,D0194,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: niveau_preuve
diagnostic,D0195,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: stabilite
diagnostic,D0196,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: risque_surinterpretation
diagnostic,D0197,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: liens_interchapitres
diagnostic,D0198,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: liens_citations
diagnostic,D0199,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: motifs
diagnostic,D0200,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Missing required field: concepts_derives
diagnostic,D0201,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Invalid value for type_unite: evenement_reception
diagnostic,D0202,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A008,Field must be an object/dict: importance
diagnostic,D0203,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: auteur
diagnostic,D0204,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: titre
diagnostic,D0205,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: role_argumentatif
diagnostic,D0206,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: niveau_preuve
diagnostic,D0207,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: stabilite
diagnostic,D0208,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: risque_surinterpretation
diagnostic,D0209,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: liens_interchapitres
diagnostic,D0210,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: liens_citations
diagnostic,D0211,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: motifs
diagnostic,D0212,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Missing required field: concepts_derives
diagnostic,D0213,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Invalid value for type_unite: formulation_critique
diagnostic,D0214,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S62-A009,Field must be an object/dict: importance
diagnostic,D0215,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: auteur
diagnostic,D0216,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: concepts
diagnostic,D0217,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: chapitres
diagnostic,D0218,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: statut
diagnostic,D0219,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: fiabilite
diagnostic,D0220,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: liens_interchapitres
diagnostic,D0221,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing required field: liens_citations
diagnostic,D0222,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Field must be a list: role_argumentatif
diagnostic,D0223,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Invalid value for type_unite: seuil_professionnel
diagnostic,D0224,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A102,Missing nested field: stabilite.risque_revision
diagnostic,D0225,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A103,Missing required field: auteur
diagnostic,D0226,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A103,Missing required field: concepts
diagnostic,D0227,exports/generated/diagnostics.json,,warning,exports/generated/diagnostics.json,S45-A103,Missing required field: chapitres
